"","cat.1_vial.1","cat.2_vial.1","cat.3_vial.1","cat.4_vial.1","cat.5_vial.1","cat.6_vial.1","cat.7_vial.1","cat.8_vial.1","cat.1_vial.2","cat.2_vial.2","cat.3_vial.2","cat.4_vial.2","cat.5_vial.2","cat.6_vial.2","cat.7_vial.2","cat.8_vial.2","cat.1_vial.3","cat.2_vial.3","cat.3_vial.3","cat.4_vial.3","cat.5_vial.3","cat.6_vial.3","cat.7_vial.3","cat.8_vial.3"
"met114",0.9257,0.9977,0.9248,1.1229,1.1911,1.0757,0.9574,1.0023,1.0083,0.8273,0.9721,1.2775,1.0969,1.033,0.8888,1.0104,1.042,0.9462,0.9971,1.1961,1.2542,1.1853,0.8808,1.0541
"met115",0.7458,0.9138,0.8481,1.0018,1.141,0.9714,1.1337,0.81,0.7401,0.9614,0.8179,1.055,1.1539,0.9959,1.1141,0.8122,0.757,1.0001,0.8318,0.9999,1.0653,1.016,1.1934,0.7862
"met116",1.0365,1.2142,1.7313,0.9713,0.8071,1.2536,1.8029,0.9947,0.9485,1.2171,1.6593,1.0898,0.7481,1.2631,1.6818,0.9665,0.9885,1.2649,1.6752,1.0053,0.7632,1.2618,1.7185,0.9239
"met117",1.1603,0.9757,1.086,1.1484,0.7732,0.7169,1.414,0.4521,0.9573,1.2358,1.0327,1.3259,0.4685,0.8211,1.5226,0.4772,1.1273,1.1811,1.0243,1.3274,0.6284,0.6882,1.8867,0.5771
"met118",1.1055,0.8824,1.0206,0.925,1.4898,0.9006,0.6445,1.0382,1.2189,0.9835,1.017,1.0604,1.2627,0.9836,0.7251,1.0235,1.232,0.8901,0.9279,1.0325,1.3246,0.8546,0.7318,1.0164
"met119",0.5727,0.79,1.2504,1.3109,0.6587,1.0484,0.8146,0.8476,1.1431,1.0194,0.9971,1.2457,0.6942,1.2391,0.7258,0.9365,0.8434,1.0879,1.3693,1.1337,0.6917,0.8664,1.0029,0.9448
"met120",0.5398,0.5398,0.9853,1.2552,1.2291,1.6677,0.5398,0.7716,1.0388,1.0578,0.6846,1.3716,0.9433,0.9924,0.5398,1.3644,1,1.5746,1.2959,1.0838,0.6816,0.9986,0.891,0.8887
"met121",1.043,0.946,0.9956,1.1392,1.1505,1.0078,0.8884,1.1047,1.0044,0.9156,0.9007,1.1583,1.2025,1.0377,0.8657,1.0215,1.1199,0.946,0.9331,1.0953,1.1121,1.0416,0.9668,1.0443
"met122",1.1447,0.4149,0.9908,0.5726,0.8705,2.9309,1.9034,0.5415,1.2124,0.4009,0.7282,1.2455,0.6196,2.5168,2.6191,0.8922,0.954,0.3098,0.5372,1.0092,1.2079,2.384,2.4507,0.5321
"met123",1.0871,0.4167,0.765,0.5823,1.3089,1.988,1.8187,0.661,1.4324,0.4762,0.5879,1.1059,0.9952,2.1033,1.9714,0.9454,0.997,0.3754,0.5048,1.003,0.8654,1.7876,1.5913,0.8123
"met124",1.3998,0.8164,0.9843,0.687,0.8337,1.7205,0.5801,1.8202,1.8861,1.0157,1.043,1.6866,0.8954,1.8377,0.7579,2.0663,1.2264,0.7471,0.6874,0.924,0.9271,1.5763,0.6028,1.5064
"met125",0.3103,0.3103,0.5322,0.3103,0.3103,0.3103,0.3103,0.3103,0.3103,0.3103,0.3103,0.3103,0.3103,0.3103,0.3103,0.3103,0.3103,0.3103,0.3103,0.3103,0.3103,0.3103,0.3103,0.3103
"met126",1.119,0.8086,1.0508,0.8246,0.8642,1.5862,1.119,1.3326,1.1008,0.8032,1.0091,0.9313,0.8526,1.5812,1.115,1.2975,1.1885,0.8133,0.9909,0.8484,0.824,1.5104,1.1387,1.3042
"met127",0.862,1.375,0.6503,0.9849,0.9391,1.2868,1.2965,1.2406,0.9303,1.449,0.6887,1.1428,0.858,1.2435,1.1831,1.1054,0.8441,1.3564,0.6158,1.0151,0.9137,1.3056,1.3527,1.2135
"met128",0.7157,0.9746,1.3103,0.8719,0.597,1.0824,1.7199,1.2237,0.6051,1.2275,1.2855,1.0364,0.58,1.0862,1.8633,1.2516,0.6505,1.4157,1.1634,0.9144,0.6966,1.0254,1.6576,1.3394
"met129",0.8121,0.9712,0.8919,0.9911,0.7224,1.0093,1.1728,1.0794,0.9187,0.8005,0.8587,1.0004,0.6021,1.1153,1.1065,1.0313,0.8331,0.9996,0.777,1.0202,0.7056,0.9309,1.0744,1.0314
"met130",1.5846,0.9704,0.4301,1.0541,1.3889,1.1716,0.5398,0.9144,1.3172,1.2053,0.4301,1.2118,1.2175,0.9962,0.7045,0.8672,1.3653,1,0.4301,1.3711,1.2191,0.9952,0.6861,0.962
"met131",0.6208,1.0669,1.1696,1.1148,0.6208,0.7101,1.136,0.9954,0.7254,1.203,1.1711,1.0046,0.6497,0.7337,1.0204,0.984,0.8252,1.1998,1.0202,1.2297,0.8138,0.7712,0.9878,1.0503
"met132",0.9817,0.8468,1.0392,1.1284,0.6921,1.0122,1.0916,0.8747,1.6769,0.9878,0.8938,1.0654,0.7044,1.1277,1.3155,0.6843,1.1842,1.1778,0.7267,0.9867,0.7499,1.0841,1.534,0.7129
"met133",1.0049,0.8491,1.2156,1.1103,0.654,0.8018,1.2747,0.9645,1.8,1.1901,1.0544,1.255,0.5951,0.994,1.1397,0.7646,1.1987,1.1125,0.9776,1.1112,0.7831,0.9951,1.3255,0.8932
"met134",1.2561,0.9674,1.066,0.9154,1.2655,1.1222,0.9673,0.9313,1.4404,1.0616,1.1818,0.99,1.1417,1.1312,1.0051,0.9479,1.3712,1.0337,1.0887,0.9529,1.1964,1.0721,0.9885,0.995
"met135",0.9234,0.7389,1.2235,0.8681,0.5989,0.8332,1.1053,0.9301,1.5956,1.01,0.986,1.0872,0.6317,1.1,1.2706,0.7861,0.99,0.8684,1.0258,1.0521,0.6879,1.0488,1.3762,0.8404
"met136",0.751,0.9911,1.3837,1.3869,0.9009,1.1518,0.8271,0.9979,1.2132,1.1963,1.138,1.3238,0.8817,1.2842,0.7512,1.117,1.0156,1.301,1.5055,1.2054,0.7977,1.0021,0.8657,1.0265
"met137",1.1901,2.107,1.2194,1.2672,0.9623,0.7591,0.982,0.9671,1.0748,1.8832,1.177,1.425,1.018,0.7724,0.9371,0.9487,1.1904,2.1753,1.1614,1.3826,0.9764,0.9006,0.9784,0.9282
"met138",1.0826,0.9107,1.0033,1.0185,1.3027,0.9734,0.868,0.9409,1.1849,1.1013,0.9948,1.296,1.1843,1.2769,1.0138,1.1343,0.9967,0.6244,0.839,1.0066,0.9318,1.0343,0.7823,0.7376
"met139",0.4662,1.634,0.4662,1.1784,0.4662,0.5669,0.4662,0.4662,0.4662,0.4662,0.4662,0.7733,0.4662,0.828,2.3333,0.4662,0.4662,0.4662,0.886,1.4597,0.4662,1.0441,0.4937,0.9175
"met140",0.7772,0.9004,1.2582,1.4127,0.8099,1.6707,0.9361,0.9172,1.3275,1.0318,1.0162,1.5992,0.7241,1.58,0.9408,0.8093,1.0801,1.4846,1.2772,0.9723,0.7782,1.5355,1.2131,0.9402
"met141",1.0108,0.6539,1.0021,1.0599,0.7187,0.9123,1.1223,1.0088,0.9979,0.6608,1.0418,1.1046,0.7505,0.9822,1.1658,0.9348,1.018,0.7012,1.0449,1.0739,0.7596,0.945,1.2093,0.877
"met142",1.2739,0.7183,0.936,1.1727,0.8239,0.9614,1.1961,0.9714,1.0638,0.7307,0.9706,1.3308,0.7696,1.0777,1.1059,1.0927,1.1778,0.8288,0.9144,1.4474,0.858,0.9885,1.2214,1.0115
"met143",1.2092,0.7446,1.4443,0.2,1.8422,0.9844,0.2,1.398,0.3125,1.0156,1.2298,0.9714,1.8034,0.2,0.8808,1.7161,1.5082,0.2,1.2931,0.2,0.2804,0.5505,0.6028,1.6968
"met144",0.9738,0.6315,0.9493,0.6807,1.2732,1.2786,1.0015,1.3321,1.043,0.4379,0.8679,0.9401,1.1376,1.2324,0.7501,1.0209,1.1236,0.6656,0.9985,1.049,1.3472,1.4396,1.1225,1.4323
"met145",1.056,0.9958,0.5373,1.1351,1.4903,1.1126,0.5744,1.5167,1.0582,0.9519,0.5043,1.1699,1.5429,1.2585,0.5611,1.3423,0.9967,1.0033,0.4991,1.1096,1.4433,1.0641,0.5233,1.3846
"met146",0.7388,1.1398,1.0019,0.9578,1.1505,1.8428,0.9011,0.8728,1.4751,1.0295,0.8026,1.0734,0.9619,1.9779,1.0696,1.0468,0.9212,1.4508,0.9981,0.8636,0.7279,1.3018,1.0334,0.9437
"met147",0.9733,1.7217,1.1284,0.7622,1.2203,1.3635,0.8925,1.1696,1.5967,1.7431,1.0475,1.0168,0.9203,1.3821,0.9681,0.8822,0.9491,1.7364,1.0497,0.9078,0.9832,1.3844,0.8226,1.0169
"met148",0.998,0.8093,1.002,1.2859,0.8851,1.4882,1.3015,0.9178,1.6623,0.907,0.8331,2.2778,0.9206,1.6368,1.2912,0.9624,0.9897,0.938,1.0565,0.9338,0.9316,1.1969,1.8395,0.8352
"met149",1.1279,1.1686,1.3585,0.9238,0.8654,0.9199,0.9669,1.1464,1.7314,1.211,1.2055,1.1762,0.8077,1.0217,0.9611,0.8849,1.2158,1.1187,1.2367,1.0808,0.8335,1.079,0.9349,0.9783
"met150",1.1264,0.4855,1.0255,0.5038,1.3189,1.4555,0.1893,1.162,1.1774,0.4529,0.9745,0.5021,1.3089,1.5519,0.1861,1.1216,1.1301,0.4747,0.9742,0.4334,1.3472,1.3716,0.1838,1.0742
"met151",0.9137,0.9007,0.8889,0.82,1.7854,0.918,0.5002,1.33,1.0657,1.0428,1.0079,1.1213,1.6146,0.8759,0.4793,0.9921,1.0505,1.0107,1.0686,0.8817,1.5139,0.9835,0.5752,0.782
"met152",0.6421,0.6614,1.2456,1.5795,1.5171,1.1283,0.5561,0.9939,3.028,0.9205,0.9797,1.9257,1.3446,1.3075,0.5668,1.1014,1.5473,1.5498,1.636,1.0061,0.6013,1.3603,1.2412,0.8969
"met153",1.6823,0.1678,0.9824,0.495,1.5651,1.1537,1.3677,0.3173,1.6241,0.1678,1.0176,0.5156,1.2997,1.0557,1.3391,0.833,1.4874,0.1678,0.8124,0.1678,1.2412,0.756,1.1123,0.34
"met154",1.9944,0.3581,1.652,0.3654,1.564,1.3508,0.9815,0.8705,1.6659,0.4319,1.3675,0.4124,1.2726,1.4298,1.3354,1,1.9892,0.3364,1.5093,0.4553,1.1653,1.1178,1.1847,0.9293
"met155",1.0151,0.7823,0.7933,1.0124,1.2897,1.2493,0.8988,1.8302,0.8081,0.9345,0.7627,1.1783,1.1039,1.3013,1.0175,1.9351,0.8159,0.9057,0.7477,1.1152,1.1769,1.1659,0.9698,1.888
"met156",1.1796,0.7716,0.5553,1.0705,1.2749,0.9283,0.6845,0.4918,1.1054,0.3397,0.7646,1.0875,0.9304,1.2108,1.0697,0.6749,1.1534,0.6216,0.4467,1.3961,1.4986,1.1993,1.1791,0.5633
"met157",1.5611,0.8143,0.8263,0.6573,1.7304,1.3289,0.7752,0.9506,1.4317,1.0171,0.7221,0.7765,1.3632,1.5227,0.8576,1.2128,1.509,1.0201,0.8737,0.7366,1.6918,1.4142,0.9829,1.1126
"met158",0.7306,0.983,8.4172,1.5861,1.4313,1.1987,1.2057,0.8756,1.456,1.1279,7.6517,1.1729,0.7169,1.017,0.8657,0.7515,0.6768,0.9396,8.1737,0.9636,0.6939,0.9186,1.0289,0.6414
"met159",0.8373,2.3647,1.2509,2.2804,1.1437,0.2895,1.0631,0.5664,1.4717,2.5416,1.5001,2.7001,1.0539,0.3477,0.7826,0.4777,0.7732,3.3515,1.1323,1.4918,1.8156,0.4293,0.9461,0.5095
"met160",1.6846,0.185,0.4994,0.4912,1.0603,3.0547,0.4219,0.9264,1.7215,0.2574,0.3151,0.4461,1.0396,2.9632,0.7687,1.2035,1.6617,0.3573,0.4119,0.5971,1.2148,3.0777,0.9605,1.0498
"met161",0.8173,1.6117,0.8745,0.9881,0.8145,1.3226,1.4622,1.0747,0.8533,1.7541,0.8857,0.9878,0.8477,1.2899,1.4676,1.0299,0.8003,1.7184,0.8433,0.9349,0.7889,1.303,1.5455,1.0119
"met162",0.8334,0.8679,0.8821,0.8501,1.2931,1.1044,1.3383,1.2347,0.9483,1.0259,0.9051,1.0207,1.1954,1.0832,1.2177,1.1521,0.8719,0.9793,0.8313,0.801,0.9019,1.0649,1.5612,1.1771
"met163",0.9683,0.8942,1.0966,0.8091,0.9379,1.0213,1.0518,1.3678,0.9745,0.9073,1.3038,0.8194,0.911,1.0279,1.1139,1.1324,0.9104,0.7821,1.0489,0.7728,0.9787,0.8903,1.1444,1.2661
"met164",0.8379,0.3572,0.8135,0.3572,1.4255,0.7138,0.8753,1.0718,0.3572,0.3572,0.5516,0.3572,0.9282,0.3572,1.0773,1.3697,0.3572,0.3572,0.6543,0.3572,0.3572,0.3572,0.3572,1.1913
"met165",1.0585,0.8908,0.7201,0.8145,1.1112,0.9478,1.0238,1.1803,1.1491,0.5949,0.7329,0.953,1.0746,0.7526,1.0784,1.1202,1.1191,0.8449,0.7429,0.8106,0.8318,0.8708,1.1328,1.1871
"met166",0.8235,0.4956,0.5862,0.4904,0.7172,1.3403,1.133,1.0515,0.8448,0.9485,0.7908,0.5174,0.4415,1.2128,1.2337,1.2254,0.6318,0.4415,0.7312,0.6876,0.4415,1.1722,1.4634,0.9059
"met167",1.0976,0.8205,0.8016,0.8378,0.9633,1.0576,1.1235,1.5027,0.9269,0.5335,0.9426,0.9083,0.8433,1.7113,0.9927,1.184,0.9776,0.6748,0.854,0.5335,4.2157,1.2581,1.2689,0.8972
"met168",0.651,0.4356,1.3202,0.6918,1.1461,0.8881,1.7681,1.1122,0.7046,0.4356,1.213,0.7434,0.9817,0.9621,1.5989,1.0558,0.7795,0.4356,1.1676,0.6577,1.042,0.8376,1.8479,1.0183
"met169",2.3311,0.7526,1.2314,0.6978,2.8786,1.4523,0.3754,0.7443,2.348,0.7038,0.9727,0.5555,2.3648,1.238,0.4092,0.5553,3.2596,1.0273,1.3911,0.8407,3.0296,1.6501,0.4859,0.9476
"met170",0.7806,0.7373,0.8793,0.9711,1.003,1.2051,1.0682,1.5561,0.8394,0.9372,1.0091,0.9937,0.9453,1.2506,1.0758,1.2772,0.7991,0.7826,0.777,0.9906,1.0752,1.0873,1.0874,1.4937
"met171",1.1145,0.8012,0.7457,0.6385,0.7887,1.2562,1.6795,0.8942,0.8823,0.9254,0.6385,0.8347,0.8602,1.3584,1.2766,1,0.6385,1.0173,0.8443,0.6763,0.7275,1.111,1.6462,0.9943
"met172",0.3124,0.3124,0.6366,0.3124,0.3124,1.0474,0.9409,1.2415,0.4217,0.3124,0.3124,0.3124,0.3124,0.9513,0.3124,0.3124,0.3124,0.3124,0.3124,0.3124,0.3124,1.1703,0.3124,0.3124
"met173",2.1773,0.4329,1.0836,1.0271,0.8071,0.9135,0.4329,0.4329,2.101,0.4329,0.7995,1.0515,0.6302,1.1867,0.7705,0.6444,2.0471,0.4329,0.9729,1.5166,0.9661,1.1361,1.6325,0.4329
"met174",0.9683,1.0427,0.9668,1.2463,1.1169,0.959,0.6496,0.9116,1.1192,1.1144,1.0195,1.4098,1.0469,0.997,0.7171,0.8499,1.003,1.1358,0.8889,1.4755,1.1474,1.0362,0.7411,0.8788
"met175",0.4996,0.4996,0.4996,0.4996,0.4996,0.4996,0.4996,0.4996,0.4996,0.4996,0.4996,0.4996,0.4996,0.4996,0.4996,0.4996,0.4996,0.4996,0.4996,0.4996,0.4996,0.4996,0.4996,0.4996
"met176",1.9303,0.7216,0.9719,0.713,2.2214,1.71,0.5385,0.9608,2.1692,0.8099,0.9782,0.7993,1.7898,1.7397,0.6037,1.0218,2.1422,0.7741,0.9381,0.8479,1.9025,1.59,0.5463,1.1027
"met177",1.3943,1.0004,1.048,0.3778,1.501,1.1786,0.5648,0.7343,1.2043,0.7485,1.0644,0.9996,1.3563,1.2601,0.4894,0.8348,1.9531,0.3778,1.3573,0.9861,0.9666,1.3914,0.8057,0.9884
"met178",0.7399,1.1253,1.4559,1.1852,1,0.9504,0.6888,1.8461,0.7842,1.6386,1.5783,1.5637,0.7222,1.0054,0.6806,1.9514,0.653,1.3653,1.4359,1.274,0.8641,0.9935,0.5594,1.6877
"met179",0.7994,1.2734,1.2657,0.9986,1.0015,1.0473,2.0382,0.9903,0.8071,1.298,1.242,1.272,0.9691,0.8698,2.1689,0.8755,0.8,0.9585,1.2733,1.3813,0.8794,1.0413,2.0955,1.0599
"met180",1.2706,1.0337,0.7843,0.5517,1.3116,0.9673,0.8683,0.7302,1.0447,1.1254,0.8553,0.7649,1.0677,1.2844,1.0098,0.7132,1.0919,1.1625,0.9008,0.6894,1.3181,1,1.0701,0.8305
"met181",1.1622,0.8452,0.7597,0.9403,0.982,0.8585,1.2449,1.2291,1.2648,0.8021,0.668,1.2249,0.9259,0.8191,1.1303,1.0015,1.2346,0.8754,0.7284,1.204,1.2052,0.8818,1.2443,1.416
"met182",1.0995,0.6698,0.7719,0.783,0.8983,0.8275,1.0486,1.1951,1.1288,0.7071,0.7557,1.1321,0.8199,0.8635,1.0324,1.0949,1.0851,0.7027,0.7375,0.9717,0.9161,0.806,1.1119,1.2246
"met183",1.2942,0.4753,1.232,1.533,1.0155,0.938,0.4753,0.7822,1.091,0.9517,0.9845,1.2924,0.9611,1.048,0.4753,0.4753,0.7729,1.0333,0.7077,1.0498,1.1459,0.773,0.8661,0.4753
"met184",1.6561,0.8805,0.8567,0.7172,1.6023,1.3264,1.1785,1.0137,1.8967,1.0111,0.8786,0.8543,1.507,1.3234,1.049,0.9027,1.6941,0.9571,0.8238,0.768,1.5516,1.3019,1.2188,0.9889
"met185",0.8927,0.7537,1.1953,1.1581,1.188,1.0586,0.8915,0.9191,0.8754,0.7797,1.1908,1.2509,1.0751,1.0637,1.0415,1.0286,0.8665,0.8277,1.1661,1.3358,1.0291,1.0399,0.9876,1.0125
"met186",3.851,0.9873,0.5943,0.6079,2.1468,1.542,1.6485,0.3743,3.5948,1.0686,0.4896,0.5692,1.8234,1.5709,1.7586,0.3285,3.3938,1.0127,0.5356,0.5682,2.0858,1.4355,1.7741,0.3196
"met187",1.5546,0.9289,1.0127,1.2978,1.0185,0.9457,0.7608,1.3907,1.494,0.9619,1.1232,1.349,0.9188,0.9027,0.7099,1.2008,1.5411,0.9855,0.939,1.3736,1.19,0.9873,0.7523,1.5345
"met188",1.3016,0.9572,0.9371,1.0416,0.9264,0.985,0.952,1.0404,1.2879,0.9276,0.9501,1.0523,1.0101,1.027,0.9185,1.031,1.3117,0.9521,0.9053,1.0799,1.0087,1.026,0.9722,1.0676
"met189",1.2065,0.8749,0.6996,1.1071,1.313,0.991,0.6603,0.9679,1,1.0249,0.9391,1.0692,0.9581,1.1111,0.7846,1.01,1.2345,1.0354,0.9409,1.3721,1.1975,1.0042,0.8267,0.8912
"met190",0.9341,1.0357,1.1904,0.9427,0.9728,0.8593,0.6975,1.1471,0.8116,1.0132,1.16,1.0808,1.0107,0.9736,0.7911,1.2253,0.9893,1.1065,0.8741,1.1449,1.0932,1.0538,0.9107,0.9449
"met191",1.1288,0.9245,1.0195,0.9993,1.1673,0.9117,1.1432,0.955,1.2088,0.9588,1.1552,1.0556,0.9877,0.9431,1.2847,1.1423,1.0278,1.0792,1.0007,1.1492,0.9887,0.9334,1.1591,0.8995
"met192",0.8002,0.7755,0.7754,1.2168,1.2734,0.8598,1.3818,1.3508,0.3102,0.9831,0.6388,0.8835,0.5798,1.4609,1.9695,0.8254,1.0528,1.0169,0.7735,0.8662,0.9633,1.9334,1.954,0.4071
"met193",0.4751,1.8775,0.9751,1.1245,0.4751,0.4751,0.7844,0.9258,0.7716,2.3396,1.5265,1.1552,0.6682,0.4751,0.4751,1.2966,0.4751,1.4343,0.6764,0.9726,1.0225,0.8224,0.9852,1
"met194",1.5469,2.8301,0.955,0.9522,1.7102,0.8535,1.9051,0.718,1.4528,2.8775,0.9867,1.0069,1.4049,0.7934,2.2719,0.75,1.3562,3.0728,0.9065,1.1218,1.3779,0.8241,2.1559,0.7605
"met195",0.9382,0.7591,0.9871,1.5751,1.5898,1.3762,0.4925,2.0825,1.4413,0.9776,1.7675,2.2181,2.0117,1.7079,0.5557,3.1442,0.6743,0.7048,0.6613,1.4621,1.0395,0.9699,0.6147,1.6294
"met196",1.0099,0.9721,0.8552,0.7376,1.0881,1.2225,5.0377,0.9932,0.9134,1.0815,0.7829,0.7652,0.9639,1.2145,6.2721,1.237,0.8435,1.0156,0.8111,0.8596,1,1.1703,5.5252,1.065
"met197",0.7803,0.7464,2.1114,1.2256,1.0433,0.7934,2.3452,1.1299,0.7878,0.7978,2.1205,1.4901,0.8763,0.7961,2.603,1.1452,0.7872,0.775,2.0423,1.692,0.9567,0.7118,2.4377,1.2309
"met198",1.2294,0.4624,0.8972,0.8036,1.9176,2.8317,0.3654,0.7768,1.0176,0.3654,0.5936,0.8914,2.1414,2.6874,0.3654,0.7222,1.0173,0.3654,0.7302,0.3654,2.2574,2.4805,0.3654,0.9827
"met199",0.6392,0.8248,1.0755,1.312,1.3766,1.8389,0.686,1.3521,0.5114,0.9809,1.0717,1.4235,1.0555,1.9604,0.7658,1.5879,0.6742,0.705,1.022,1.3653,1.0191,1.6597,0.7404,1.6467
"met200",1.0499,1.4747,1.3422,1.4896,1.5809,0.6466,1.1072,1.0629,0.6452,1.0845,0.6028,0.9658,1.1763,0.8663,1.2668,0.6456,0.7741,0.7956,1.2392,0.9751,1.7124,0.5285,0.8848,1.0249
"met201",0.7603,0.6864,1.0357,1.1595,1.1092,1.243,0.8044,0.7645,0.8615,0.7219,0.995,1.2237,1.0873,1.257,0.8367,0.8708,0.8795,0.7469,0.9843,1.0451,1.116,1.222,1.005,0.8597
"met202",1.0572,0.7269,0.7485,0.8146,0.939,0.8016,1.0272,1.0624,1.1035,0.7345,0.7152,1.2422,0.877,0.8363,1.0111,0.9889,1.0309,0.7423,0.7214,1.0433,1.0456,0.7999,1.1071,1.0376
"met203",4.1586,1.214,0.9968,0.7384,5.1614,0.6363,0.8466,1.0917,3.8861,1.407,0.9196,0.8241,4.2267,0.711,1.0033,1.2095,3.6841,1.2755,0.8545,0.8883,4.3135,0.5963,0.9271,1.0895
"met204",1.0241,0.6776,0.7089,0.8712,0.7614,1.2833,13.3145,1.216,1.0319,0.7077,0.7583,0.9759,0.6762,1.3105,14.5551,1.1534,1.1015,0.6795,0.6999,0.8933,0.7419,1.244,12.8184,1.1943
"met205",1.2556,0.9805,0.806,0.9205,0.912,1.4523,32.4217,0.9567,1.2591,1.0855,0.7511,1.0175,0.8566,1.4914,33.2693,0.9627,1.1641,1.0134,0.7406,0.9866,0.8719,1.3367,33.8207,1.066
"met206",1.1389,1.2508,0.5265,0.7641,2.3062,0.2485,0.2485,1.4902,0.9381,1.1809,0.5913,0.7216,2.1202,0.2485,0.2485,1.3941,1,1.0743,0.6828,0.7111,0.2696,0.2485,0.2485,1.5092
"met207",1.6156,1.2024,0.7336,0.5615,0.843,0.7158,1.2238,1.7101,1.6142,1.0937,0.7014,1.2935,0.9606,0.8082,0.9183,2.0601,1.5851,1.0394,0.6324,1.1517,0.8175,0.8892,1.0648,1.6899
"met208",2.5609,0.6198,0.434,0.7075,0.448,1.2891,2.0704,1.2764,2.3711,0.8027,0.4247,0.8323,0.4123,1.4116,2.1424,1.1677,2.3042,0.692,0.394,0.7915,0.5001,1.444,2.4245,1.3712
"met209",1.2305,0.6119,0.8121,0.8801,1.2539,1.3499,0.8496,0.3906,1.3714,0.527,0.6009,0.9859,1.3081,1.5349,0.8196,0.5811,1.304,0.7895,0.8875,0.7861,1.0676,1.2815,1.0142,0.5495
"met210",0.8316,1.2852,1.1656,1.0964,0.5968,0.5732,1.2916,0.839,0.7453,1.5385,1.4505,1.21,0.5457,0.6518,1.8955,0.8675,0.6738,1.467,1.3341,1.436,0.7796,0.5544,1.6799,0.8019
"met211",0.6815,0.6863,0.6805,0.9144,0.8807,1.1929,1.1067,1.0733,1.2857,0.9805,0.7157,0.8047,0.6996,1.0973,1.1485,1.0195,1.0894,0.9424,0.8632,0.769,0.4643,0.9384,0.5383,1.2297
"met212",0.2625,0.2625,0.2625,0.2625,0.2625,0.2625,0.2625,0.2625,1.8016,1,2.5903,0.9998,0.2625,0.5606,0.5684,1.6253,0.2625,0.2625,0.2625,0.2625,0.2625,0.2625,0.2625,0.2625
"met213",0.1489,0.1489,0.4518,0.1489,0.1489,0.1489,0.1489,0.1489,3.0929,1.2252,4.5233,1.7387,0.1606,0.6144,0.1489,2.0525,0.1489,0.1489,0.1489,0.1489,0.1489,0.1489,0.1489,0.1489
"met214",2.8594,0.6286,0.8624,0.5401,2.9045,2.8357,0.3131,0.9012,2.8463,0.7317,0.7515,0.6465,2.4509,2.9506,0.4395,0.9753,2.6466,0.664,0.8208,0.5657,2.3033,2.5107,0.3381,1.0809
"met215",0.9104,1.119,1.0739,1.3309,1.266,1.0615,0.9735,0.7441,0.8882,1.1395,1.0611,1.4332,1.2654,1.0958,0.9983,0.7046,0.8855,1.1162,1,1.3713,1.2387,1.0313,0.98,0.7007
"met216",1.0251,0.9746,1.001,1.0523,1.0044,1.1324,0.8771,0.9787,1.0647,0.999,0.9901,1.1696,1.0375,1.1473,0.8929,0.9715,1.2108,1.1521,0.943,1.1113,0.9579,1.0919,0.9569,1.1671
"met217",1.0656,0.6386,0.9397,0.7308,1.9238,1.6921,1.6244,0.6603,0.8879,0.7993,0.873,0.8318,1.5501,1.6434,1.7885,0.7881,0.8635,0.6959,0.8712,1.0603,1.7709,1.5514,1.611,0.6377
"met218",1.0591,0.994,1.1717,1.3825,0.7983,0.9414,0.5989,1.318,1.2226,1.006,1.0983,1.1353,0.8448,0.9583,0.5911,1.3491,1.1404,1.1859,1.2052,1.0994,0.7212,0.9229,0.6849,1.2705
"met219",1.0075,0.7159,0.9666,0.9373,1.1499,1.0333,1.0183,0.9494,0.799,1.0799,1.0389,0.9676,1.0145,1.1188,1.0327,0.7398,0.9951,0.7281,0.9685,1.0049,0.9404,1.1852,1.124,0.8052
"met220",0.8363,1.0441,1.0455,1.0294,1.0269,0.8506,0.6217,1.0766,0.8528,1.0257,0.9547,1.1835,1.0222,0.9307,0.6707,1.0466,1.0573,1.0134,1,1.1451,1.0087,0.9061,0.7446,0.9925
"met221",1.0861,0.9983,1.2635,0.9054,0.9498,1.3918,0.988,0.8956,1.0481,1.0625,1.2133,0.9992,0.8819,1.5185,1.0009,0.8702,1.0283,1.0264,1.1486,1.0151,0.904,1.6188,0.9541,0.8362
"met222",1.1854,0.7563,0.7598,0.8427,0.9163,0.9103,1.1319,1.0891,1.2152,0.7794,0.8056,1.0285,0.9607,1.1213,1.2014,1.0805,1.0637,0.7372,0.6463,1.0148,0.8939,1.0493,0.9852,1.0935
"met223",1.0938,1.1083,1.0174,0.8971,1.1713,1.0689,0.9936,1.0064,1.6282,1.4569,1.2203,1.292,1.4248,1.4174,1.2463,1.2372,0.7256,0.8321,0.7276,0.6769,0.8041,0.8143,0.7957,0.7965
"met224",2.7751,0.6241,0.7547,0.6268,3.0279,2.5912,0.3895,1.0203,2.347,0.6737,0.7037,0.6882,2.4558,2.6509,0.4588,1.0784,2.3199,0.6167,0.6909,0.7699,2.5299,2.4109,0.4011,0.9797
"met225",0.7385,1.087,1.0363,1.2538,1.1263,1.0293,0.8293,0.9447,0.6992,1.3279,1.289,1.414,1.0271,1.1624,0.719,0.9621,0.6702,1.1751,1.0221,1.2568,1.0518,1.0367,0.9779,0.9014
"met226",0.8815,1.6559,0.9469,1.0306,0.7368,0.5176,1.2554,1.0099,0.9104,1.969,0.9358,1.246,0.682,0.5593,1.2124,0.9364,1.0645,1.712,0.8424,1.1651,0.9901,0.6227,1.2685,1.1271
